Community  872 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  873 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  874 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  875 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  876 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  877 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  878 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  879 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  880 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  881 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  882 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  883 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  884 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  885 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  886 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  887 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  888 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  889 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  890 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  891 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  892 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  893 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  894 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  895 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  896 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  897 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  898 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  899 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  900 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  901 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  902 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  903 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  904 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  905 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  906 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  907 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  908 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  909 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  910 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  911 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  912 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  913 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  914 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  915 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  916 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  917 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  918 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  919 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  920 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  921 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  922 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  923 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  924 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  925 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  926 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  927 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  928 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  929 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  930 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  931 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  932 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  933 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  934 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  935 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  936 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  937 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  938 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  939 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  940 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  941 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  942 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  943 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  944 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  945 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  946 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  947 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  948 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  949 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  950 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  951 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  952 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  953 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  954 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  955 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  956 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  957 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  958 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  959 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  960 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  961 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  962 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  963 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  964 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  965 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  966 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  967 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  968 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  969 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  970 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  971 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  972 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  973 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  974 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  975 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  976 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  977 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  978 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  979 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  980 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  981 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  982 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  983 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  984 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  985 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  986 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  987 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  988 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  989 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  990 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  991 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  992 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  993 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  994 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  995 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  996 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  997 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  998 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  999 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1000 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1001 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1002 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1003 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1004 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1005 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1006 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1007 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1008 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1009 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1010 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1011 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1012 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1013 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1014 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1015 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1016 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1017 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1018 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1019 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1020 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1021 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1022 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1023 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1024 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1025 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1026 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1027 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1028 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1029 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1030 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1031 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1032 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1033 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1034 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1035 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1036 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1037 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1038 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1039 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1040 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1041 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1042 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1043 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1044 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1045 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1046 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1047 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1048 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1049 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1050 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1051 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1052 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1053 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1054 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1055 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1056 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1057 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1058 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1059 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1060 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1061 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1062 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1063 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1064 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1065 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1066 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1067 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1068 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1069 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1070 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1071 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1072 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1073 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1074 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1075 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1076 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1077 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1078 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1079 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1080 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1081 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1082 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1083 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1084 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1085 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1086 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1087 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1088 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1089 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1090 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1091 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1092 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1093 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1094 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1095 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1096 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1097 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1098 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1099 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1100 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1101 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1102 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1103 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1104 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1105 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1106 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1107 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1108 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1109 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1110 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1111 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1112 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1113 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1114 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1115 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1116 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1117 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1118 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1119 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1120 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1121 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1122 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1123 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1124 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1125 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1126 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1127 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1128 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1129 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1130 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1131 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1132 :,
Number of Nodes,3
Length  2 ,4
Length  3 ,2
Average Degree of Seperation,2.333333333
Community  1133 :,
Number of Nodes,3
Length  2 ,4
